_id,ltable_id,rtable_id,ltable_title,ltable_artist_name,ltable_year,rtable_title,rtable_year,rtable_episode,rtable_song,rtable_artists
17930,830387,472940,You Got To Have A Job (If You Don't Work You Can't Eat),James Brown / Marva Whitney,0,Holy Smoke,1999.0,,Baby Its You,burt bacharach  / mack david  / barney williams + the shirelles + arrangement with celebrity licensing inc.
17935,812189,472940,I Like That You Can't Take That Away From Me,Jae Millz / Eric B. & Rakim / Mashonda / June Christy,0,Holy Smoke,1999.0,,Baby Its You,burt bacharach  / mack david  / barney williams + the shirelles + arrangement with celebrity licensing inc.
17945,818555,472940,I Wanna Love You,Akon / Snoop Dogg,2006,Holy Smoke,1999.0,,Baby Its You,burt bacharach  / mack david  / barney williams + the shirelles + arrangement with celebrity licensing inc.
18010,603067,472940,You Send Me,Kenny G with Michael Bolton,1997,Holy Smoke,1999.0,,Baby Its You,burt bacharach  / mack david  / barney williams + the shirelles + arrangement with celebrity licensing inc.
18034,850418,472940,Dedicated To You,John Coltrane / Johnny Hartman,1963,Holy Smoke,1999.0,,Baby Its You,burt bacharach  / mack david  / barney williams + the shirelles + arrangement with celebrity licensing inc.
18087,476066,472940,Glad I Met You,Williams Brothers,0,Holy Smoke,1999.0,,Baby Its You,burt bacharach  / mack david  / barney williams + the shirelles + arrangement with celebrity licensing inc.
18089,951132,472940,I Get A Kick Out Of You,Louis Armstrong / Oscar Peterson / Herb Ellis / Ray Brown / Louie Bellson,0,Holy Smoke,1999.0,,Baby Its You,burt bacharach  / mack david  / barney williams + the shirelles + arrangement with celebrity licensing inc.
18104,956208,472940,Today I Started Loving You Again,Dolly Parton / John Popper,1996,Holy Smoke,1999.0,,Baby Its You,burt bacharach  / mack david  / barney williams + the shirelles + arrangement with celebrity licensing inc.
18112,785238,472940,Let Me Entertain You (Live At Knebworth),Robbie Williams,2003,Holy Smoke,1999.0,,Baby Its You,burt bacharach  / mack david  / barney williams + the shirelles + arrangement with celebrity licensing inc.
18486,844186,554327,Brother Love's Traveling Salvation Show,Neil Diamond,1969,Neil Diamond: The Thank You Australia Concert,1976.0,,Brother Loves Traveling Salvation Show,neil diamond + band
19033,584769,273645,If you think youre lonely,Jimmy Riley,0,The Tonight Show Starring Jimmy Fallon,2014.0,Ryan Reynolds/Terrence Howard/Kelly Clarkson (#2.108),Dont You Want Me,phil oakey + jo callis + philip adrian wright + kelly clarkson + jimmy fallon
19136,952065,273645,You Got Nothing I Want,Jimmy Barnes,0,The Tonight Show Starring Jimmy Fallon,2014.0,Ryan Reynolds/Terrence Howard/Kelly Clarkson (#2.108),Dont You Want Me,phil oakey + jo callis + philip adrian wright + kelly clarkson + jimmy fallon
19142,793933,273645,If I Can Be With You Tonight (DJ 8 Bar Intro Version),Jimmy Roses,0,The Tonight Show Starring Jimmy Fallon,2014.0,Ryan Reynolds/Terrence Howard/Kelly Clarkson (#2.108),Dont You Want Me,phil oakey + jo callis + philip adrian wright + kelly clarkson + jimmy fallon
19286,951132,334697,I Get A Kick Out Of You,Louis Armstrong / Oscar Peterson / Herb Ellis / Ray Brown / Louie Bellson,0,A Moment in Time,2013.0,,You Are My Song,louie ocampo
19746,959556,41850,Song For David,Hank Marvin,2007,Canadian Idol,2003.0,Wildcard Performances (#2.14),What I Did for Love,marvin hamlisch + ed kleban + elena juatco
19774,910626,41850,I Heard It Through The Grapevine,Marvin Gaye,1968,Canadian Idol,2003.0,Wildcard Performances (#2.14),What I Did for Love,marvin hamlisch + ed kleban + elena juatco
19865,959447,41850,6 pieces for electric violin: Dawn of a Darker Day,Ed Alleyne-Johnson,0,Canadian Idol,2003.0,Wildcard Performances (#2.14),What I Did for Love,marvin hamlisch + ed kleban + elena juatco
20024,326240,41850,Your Precious Love,Marvin Gaye / Tammi Terrell,1991,Canadian Idol,2003.0,Wildcard Performances (#2.14),What I Did for Love,marvin hamlisch + ed kleban + elena juatco
20819,515668,638669,Time Has Come,Lotek Hi-Fi featuring Sandra Melody,2005,Take Her  Shes Mine,1963.0,,Come  Landlord  Fill the Flowing Bowl,sandra dee + monica moran
22083,45719,687624,Bridal Chorus,Richard Wagner / Otto Sieben,1991,The Third Wish,2005.0,,Bridal March,richard wagner
22424,725502,47468,Stranger In A Strange Land,Leon Russell,1971,Cold Case,2003.0,Honor (#3.8),Stranger In A Strange Land,billy preston + leon russell
22658,895089,47468,Smoke Gets In Your Eyes,Billy Vaughn And His Orchestra,0,Cold Case,2003.0,Honor (#3.8),Stranger In A Strange Land,billy preston + leon russell
22872,947545,116903,One More,Hank Jones_ James Moody_ Bob Brookmeyer_ Richard Davis_ Benny Golson_ Jimmy Owens_ Mickey Roker_ Frank Wess,0,Idol,2002.0,(#1.12),One Way Ticket,jack keller + hank hunter + alicja janosz
23155,938956,572934,The Jackson Song,Patti Smith,1988,Patti Smith: Dream of Life,2008.0,,The Jackson Song,patti smith + fred sonic smith
23413,961064,572934,Boweavil song,Bessie Smith,0,Patti Smith: Dream of Life,2008.0,,The Jackson Song,patti smith + fred sonic smith
24482,551614,487570,Strawberry Road,Sam Phillips,1994,It Came from the Sky,1999.0,,Strawberry Road,sam phillips
24513,930695,368918,Black & White,David Devant and His Spirit Wife,2006,Black & White,1972.0,,Black & White,david arkin + earl robinson + sonny bono + cher
24544,864421,368918,White Light/White Heat (Live) (Stereo),David Bowie,0,Black & White,1972.0,,Black & White,david arkin + earl robinson + sonny bono + cher
24570,894461,368918,A Heart & a Hand & the Love for a Band,David & The Citizens,2006,Black & White,1972.0,,Black & White,david arkin + earl robinson + sonny bono + cher
24582,812601,368918,Jane & Zoe / Final Battle,David Newman,2005,Black & White,1972.0,,Black & White,david arkin + earl robinson + sonny bono + cher
24619,852833,368918,Silent Night (wrds. Joseph Mohr_ trans. & arr. Willcocks) (1991 Digital Remaster),Stephen Varcoe/Choir of King's College_ Cambridge/Sir David Willcocks,0,Black & White,1972.0,,Black & White,david arkin + earl robinson + sonny bono + cher
24650,961377,649808,Voices of Doubt,Ian Boddy,0,The Black Facade,2009.0,,Fourth of July,jamie ewing + bent outta shape + ian pony boy campbell + ren khodzheyev + matthew skip callahan
24769,742702,649808,Pressure Of Life_ The (Takes The Weight Off The Body),Fun Boy Three,1983,The Black Facade,2009.0,,Fourth of July,jamie ewing + bent outta shape + ian pony boy campbell + ren khodzheyev + matthew skip callahan
24793,710981,649808,The Workers Sing a Song of Mass Production,Matthew Good Band,2001,The Black Facade,2009.0,,Fourth of July,jamie ewing + bent outta shape + ian pony boy campbell + ren khodzheyev + matthew skip callahan
24935,926646,649808,I Want Some of Your Pie,Blind Boy Fuller,1989,The Black Facade,2009.0,,Fourth of July,jamie ewing + bent outta shape + ian pony boy campbell + ren khodzheyev + matthew skip callahan
25796,952376,54648,Los Novios,Los Amantes De Lola,2001,Código postal,2006.0,(#1.186),CIERRA LOS OJOS,alejandro de la parra + eugenio siller
25801,864927,54648,El Rito De Los Corazones Sangrando,La Renga,1994,Código postal,2006.0,(#1.186),CIERRA LOS OJOS,alejandro de la parra + eugenio siller
26049,935989,412993,I Just Love the Way You Tell a Lie,Don Gibson,1991,Devons Ghost: Legend of the Bloody Boy,2005.0,,I Want You Now,onita l. bonner + don v. farrow
26325,954890,54278,The Runaway Fool Of Love,John Stewart,0,Cuéntame,2001.0,La mano en el fuego (#10.15),Im Not In Love,graham gouldman + eric stewart + 10cc
26355,951131,54278,Young Jimmy In Flanders,Andy M. Stewart,0,Cuéntame,2001.0,La mano en el fuego (#10.15),Im Not In Love,graham gouldman + eric stewart + 10cc
26406,927004,54278,Could It Be I'm Falling In Love,David Grant & Jaki Graham,1985,Cuéntame,2001.0,La mano en el fuego (#10.15),Im Not In Love,graham gouldman + eric stewart + 10cc
26558,649838,54278,Ode to Joy (O Freunde) - excerpt (Symphony No. 9 in D minor 'Choral' Op. 125 mvt IV),Sir Charles Mackerras/Joan Rodgers/Della Jones/Peter Bronder/Bryn Terfel/Royal Liverpool Philharmonic Choir/Royal Liverpool Philharmonic Orchestra/Ian Tracey/Malcolm Stewart,0,Cuéntame,2001.0,La mano en el fuego (#10.15),Im Not In Love,graham gouldman + eric stewart + 10cc
26768,612606,509366,Noche En La Ciudad,Los Prisioneros,1990,La tonta del bote,1970.0,,La tonta del bote,los pekenikes + lina morgan
26773,958571,509366,La Macolina,Los Sabrosos Del Merengue,0,La tonta del bote,1970.0,,La tonta del bote,los pekenikes + lina morgan
26776,959555,509366,Llorando Me Dio La Una,Manolo Sanlucar / Isidro Munoz Alcon / Los Rocieros,0,La tonta del bote,1970.0,,La tonta del bote,los pekenikes + lina morgan
26777,521175,509366,La exiliada del sur,Los Bunkers,0,La tonta del bote,1970.0,,La tonta del bote,los pekenikes + lina morgan
26798,267334,509366,El Tieso Y La Negra Soledad,Maldita Vecindad Y Los Hijos Del Quinto Patio,1998,La tonta del bote,1970.0,,La tonta del bote,los pekenikes + lina morgan
26816,954580,509366,La mujer del zapatero,Los Tigrillos,0,La tonta del bote,1970.0,,La tonta del bote,los pekenikes + lina morgan
26834,152359,509366,La Mujer Es Para Quererla,Los Nemus del Pacifico,2005,La tonta del bote,1970.0,,La tonta del bote,los pekenikes + lina morgan
26885,736060,509366,En la Línea 2,Los Peces,2005,La tonta del bote,1970.0,,La tonta del bote,los pekenikes + lina morgan
26887,752450,509366,La tormenta,Los Piratas,1993,La tonta del bote,1970.0,,La tonta del bote,los pekenikes + lina morgan
26890,959215,509366,Nunca La Quise,Wau Y Los Arrrghs!!,2005,La tonta del bote,1970.0,,La tonta del bote,los pekenikes + lina morgan
26959,99437,680833,The Twelve Days Of Christmas (Album Version),Jerry Jeff Walker,0,The Real St. Nick,2012.0,,Heart Full Of Holly,jeff toyne + melissa r. kaplan
26996,903360,680833,The magic of love,Russell Watson / Lionel Richie / Jay Berliner / Jeff Bova / Royal Philharmonic Orchestra / John Lubbock,0,The Real St. Nick,2012.0,,Heart Full Of Holly,jeff toyne + melissa r. kaplan
26999,949421,680833,Heart Of An Angel,The Jeff Healey Band,1992,The Real St. Nick,2012.0,,Heart Full Of Holly,jeff toyne + melissa r. kaplan
27134,661431,680833,Friend Of Mine,Kelly Price / Ronald Isley / R. Kelly,1998,The Real St. Nick,2012.0,,Heart Full Of Holly,jeff toyne + melissa r. kaplan
27437,373839,561132,Just The Way You Look Tonight,Betty Buckley,0,Nurse.Fighter.Boy,2008.0,,ONE WAY,vernon buckley
27928,489701,329694,Thirty Days (To Come Back Home),Chuck Berry,2005,38 Special: Live at Sturgis,1999.0,,Back In The U.S.A.,chuck berry + .38 special
28276,700764,472457,Inka Dinka Doo,Jimmy Durante,1993,Hollywood Singing and Dancing: A Musical History - The 1930s: Dancing Away the Great Depression,2009.0,,Inka Dinka Doo,jimmy durante
28281,416824,135438,United States Got Us In A Bad Shape,Big Jack Johnson,0,Late Show with David Letterman,1993.0,(#18.136),Bigger Than Us,harry mcveigh + charles cave + jack lawrence-brown + white lies
29820,667454,218456,Goddess Of Love,Bryan Ferry,2002,Solid Gold,1980.0,(#5.20),Edge of a Dream (Theme from ,bryan adams + jim vallance + joe cocker
29858,918869,218456,A Little Ray Of Sunshine,Joe Brown / The Bruvvers,0,Solid Gold,1980.0,(#5.20),Edge of a Dream (Theme from ,bryan adams + jim vallance + joe cocker
29905,961576,218456,A Love Of Home,Jim Chappell,0,Solid Gold,1980.0,(#5.20),Edge of a Dream (Theme from ,bryan adams + jim vallance + joe cocker
30057,955857,218456,A Life Of Illusion,Joe Walsh,1981,Solid Gold,1980.0,(#5.20),Edge of a Dream (Theme from ,bryan adams + jim vallance + joe cocker
31223,957780,64889,Hole,Catherine Wheel,1995,Degrassi: The Next Generation,2001.0,Whats My Age Again? (#11.4),People in the Hole,catherine feeny + catherine fenny
31968,143962,508906,La donna è mobile,Juan Diego Flórez / Orchestra Sinfonica di Milano Giuseppe Verdi / Carlo Rizzi,0,La prima cosa bella,2010.0,,La prima cosa bella,mogol + reverberi + nicola di bari
32076,301016,685994,Mersey Paradise,The Stone Roses,1989,The Stone Roses Live: Blackpool Empress Ballroom,1991.0,,Mersey Paradise,the stone roses
32203,838233,15052,I Guess The Lord Must Be In New York City,Harry Nilsson,1989,Annie MG,2010.0,Hoofdstuk 5 (#1.5),Wat voor weer zou het zijn in Den Haag,harry bannink + malou gorter
32208,686387,15052,Meet Me In St. Louis_ Louis (LP Version),Joan Carroll_ Harry Davenport_ Judy Garland And The M-G-M Studio Chorus,0,Annie MG,2010.0,Hoofdstuk 5 (#1.5),Wat voor weer zou het zijn in Den Haag,harry bannink + malou gorter
32301,936598,15052,Put A Little Love In Your Heart (The Big Three),Harry J Allstars,2004,Annie MG,2010.0,Hoofdstuk 5 (#1.5),Wat voor weer zou het zijn in Den Haag,harry bannink + malou gorter
33514,902906,16177,Main Title (Original Theme by Ulpio Minucci),Scott Glasgow,2007,Army Wives,2007.0,After Action Report (#6.10),Army Wives Theme,marc fantini + steffan fantini + scott gordon
35899,700365,148032,Let's Just Say Goodbye (Album Version),David Sanborn,0,Mako Mermaids,2013.0,Surprise! (#3.6),I Just Wanna Be,chantelle defina + jack dacy + pete dacy + matt beckley + david cameron
36001,927004,148032,Could It Be I'm Falling In Love,David Grant & Jaki Graham,1985,Mako Mermaids,2013.0,Surprise! (#3.6),I Just Wanna Be,chantelle defina + jack dacy + pete dacy + matt beckley + david cameron
36008,955634,148032,Just A Little More Love (Elektro Edit),David Guetta - Joachim Garraud - Chris Willis,0,Mako Mermaids,2013.0,Surprise! (#3.6),I Just Wanna Be,chantelle defina + jack dacy + pete dacy + matt beckley + david cameron
36106,956672,148032,The One I Love (Acoustic),David Gray,0,Mako Mermaids,2013.0,Surprise! (#3.6),I Just Wanna Be,chantelle defina + jack dacy + pete dacy + matt beckley + david cameron
36136,854547,148032,Girl I Really Love You,G.C. Cameron,2009,Mako Mermaids,2013.0,Surprise! (#3.6),I Just Wanna Be,chantelle defina + jack dacy + pete dacy + matt beckley + david cameron
36211,806255,148032,Just When You Thought You Won You Lost (feat. Lil Raider_ B-Dawg & Mo Jack Daniels),Big Tone_ Lil Raider_ B-Dawg_ Mo Jack Daniels,0,Mako Mermaids,2013.0,Surprise! (#3.6),I Just Wanna Be,chantelle defina + jack dacy + pete dacy + matt beckley + david cameron
36231,958143,148032,I Belong To Glasgow,Ramblin' Jack Elliott,1998,Mako Mermaids,2013.0,Surprise! (#3.6),I Just Wanna Be,chantelle defina + jack dacy + pete dacy + matt beckley + david cameron
36539,493164,113044,Cradle Opening Theme,David Campbell;Steven Tyler,0,Hot Off the Wire,1960.0,,Hot Off the Wire Theme,david rose
36808,957572,113044,Hot Stuff [Let's Dance] [Lost Daze Radio Edit],Craig David,0,Hot Off the Wire,1960.0,,Hot Off the Wire Theme,david rose
36974,266744,301287,D.I.S.C.O.,Ottawan,1980,Top of the Pops,1964.0,(1980-10-16),D.I.S.C.O.,ottawan
37049,614441,659533,Fooled Around and Fell In Love,Bluesmasters Featuring Mickey Thomas,0,The Fifth Floor,1978.0,,In So Deep,vic thomas
37087,960613,659533,Symphony No. 6 in C major_ D589: Second movement: Andante,Sir Thomas Beecham/Royal Philharmonic Orchestra,0,The Fifth Floor,1978.0,,In So Deep,vic thomas
37093,946146,659533,Symphony No. 3 in D major D200: Third movement: Menuetto (Vivace) & Trio,Sir Thomas Beecham/Royal Philharmonic Orchestra,0,The Fifth Floor,1978.0,,In So Deep,vic thomas
37290,895717,659533,How Deep Is Your Love,Thomas Anders,1992,The Fifth Floor,1978.0,,In So Deep,vic thomas
37606,759428,203546,Blinded By The Light,Michael Mind feat. Manfred Mann's Earth Band,2007,Saved by the Bell,1989.0,Drivers Education (#2.4),Saved by the Bell,michael damian + rich eames + scott gale + larry weir + tom weir
37612,902906,203546,Main Title (Original Theme by Ulpio Minucci),Scott Glasgow,2007,Saved by the Bell,1989.0,Drivers Education (#2.4),Saved by the Bell,michael damian + rich eames + scott gale + larry weir + tom weir
38171,237279,331000,Bring Me Your Cup,UB40,1993,9 Dead Gay Guys,2002.0,,Bring Me Your Cup,ub40
38216,887924,661166,One Day I'll Fly Away,Randy Crawford,1980,The Game Plan,2007.0,,Feelin So Fly,randy crawford + toby mckeehan + chris stevens
38326,744224,391352,Little Bitty Pretty One,Thurston Harris,1987,Christine,1983.0,,Little Bitty Pretty One,bobby day + thurston harris
39017,541671,224994,Main Title,Jerry Goldsmith,1966,Star Trek: Voyager,1995.0,Renaissance Man (#7.24),Star Trek: Voyager - Main Title,jerry goldsmith + jay chattaway
39129,950360,224994,Senorita I Love You - Original,Jerry Butler,0,Star Trek: Voyager,1995.0,Renaissance Man (#7.24),Star Trek: Voyager - Main Title,jerry goldsmith + jay chattaway
39138,754254,224994,Star Trek: First Contact- End Title,Jerry Goldsmith,0,Star Trek: Voyager,1995.0,Renaissance Man (#7.24),Star Trek: Voyager - Main Title,jerry goldsmith + jay chattaway
39194,650425,224994,Hold Me My Darling - Original,Jerry Butler,0,Star Trek: Voyager,1995.0,Renaissance Man (#7.24),Star Trek: Voyager - Main Title,jerry goldsmith + jay chattaway
39216,954116,224994,Main Title,Jay Ferguson,1989,Star Trek: Voyager,1995.0,Renaissance Man (#7.24),Star Trek: Voyager - Main Title,jerry goldsmith + jay chattaway
